FAMILLE,TICKET_ID,MOIS_VENTE,PRIX_NET,UNIVERS,MAILLE,LIBELLE,CLI_ID
HYGIENE,33282094,2,4.9,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAMBOISE PN2 FL400ML,901313829
PARFUMAGE,34516890,6,10.0,PARF_EAUX DE COLOGNE,PARF_PARFUM,FRAICHEUR CHEVREF EDC 125ML,901313829
SOINS DU CORPS,34516890,6,7.8,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901313829
MAQUILLAGE,36236011,12,18.0,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE LIBRE TRANSP/ROSEE CN3 20,901313829
HYGIENE,36236011,12,2.5,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,PETIT SAVON VANILLE PN 50G VPM,901313829
SOINS DU CORPS,36236011,12,1.95,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901313829
SOINS DU CORPS,36236011,12,1.95,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901313829
SOINS DU CORPS,36236011,12,1.95,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901313829
SOINS DU CORPS,36236011,12,1.95,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901313829
CAPILLAIRES,33396034,2,3.95,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ANTICHUTE SH STIM Fl200ml,901317020
MAQUILLAGE,33396034,2,5.45,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE MOYEN  10G LUMINELLE 4,901317020
HYGIENE,33396034,2,1.95,HYG_DOUCHE CULTUREBIO,HYG_CULTUREBIO,BIO CREME DOUCHE KARITE 200 ML,901317020
SOINS DU CORPS,33396034,2,5.0,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC 3en1  nutritotal T150ml,901317020
MAQUILLAGE,33537745,3,4.95,MAQ_TEINT Fard a joues,MAQ_TEINT,FAJ POUDRE ROSE LUMINELLE4 2G,901317020
SOINS DU VISAGE,33537745,3,5.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR PX/SEC HYDRA/VEG P50ML,901317020
MAQUILLAGE,33537745,3,4.25,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL FRAMBOISE 14 LUM4 3,5G",901317020
CAPILLAIRES,34042373,5,5.94,CAP_TRAITEMENT,CAPILLAIRE_AUTRE,BAUME POINTES SECHES 50ML,901317020
MAQUILLAGE,34042373,5,6.95,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE MOYEN  10G LUMINELLE 4,901317020
SOINS DU CORPS,34042373,5,10.0,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC 3en1  nutritotal T150ml,901317020
SOINS DU VISAGE,34548322,6,5.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR PX/SEC HYDRA/VEG P50ML,901317020
HYGIENE,34548322,6,1.95,HYG_DOUCHE CULTUREBIO,HYG_CULTUREBIO,BIO GD FRAICHEUR FL200ML,901317020
MAQUILLAGE,34548322,6,5.45,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE MOYEN  10G LUMINELLE 4,901317020
SOINS DU VISAGE,35037463,8,5.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR PX/SEC HYDRA/VEG P50ML,901317020
MAQUILLAGE,35037463,8,5.45,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE MOYEN  10G LUMINELLE 4,901317020
SOINS DU CORPS,35037463,8,5.0,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC 3en1  nutritotal T150ml,901317020
SOINS DU VISAGE,35410877,9,5.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR PX/SEC HYDRA/VEG P50ML,901317020
CAPILLAIRES,35410877,9,4.95,CAP_TRAITEMENT,CAPILLAIRE_AUTRE,BAUME POINTES SECHES 50ML,901317020
CAPILLAIRES,35410877,9,3.95,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ANTICHUTE SH STIM Fl200ml,901317020
MAQUILLAGE,35410877,9,5.45,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE MOYEN  10G LUMINELLE 4,901317020
MAQUILLAGE,35410877,9,4.95,MAQ_ONG AUTRES,MAQ_ONGLES,BASE ONGLES RENFORCES MANUC CN3 10ML,901317020
CAPILLAIRES,35849815,11,3.95,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ANTICHUTE SH STIM Fl200ml,901317020
MAQUILLAGE,35849815,11,5.45,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE MOYEN  10G LUMINELLE 4,901317020
HYGIENE,35849815,11,3.9,HYG_DOUCHE CULTUREBIO,HYG_CULTUREBIO,BIO GEL DOUCHE ARGAN 200 ML,901317020
MAQUILLAGE,36021837,11,6.95,MAQ_TEINT Fard a joues,MAQ_TEINT,FAJ POUDRE ROSE LUM4 2G,901317020
SOINS DU CORPS,36021837,11,6.95,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC 3en1  nutritotal T150ml,901317020
SOINS DU VISAGE,36263957,12,5.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR PX/SEC HYDRA/VEG P50ML,901317020
MAQUILLAGE,36263957,12,5.45,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE MOYEN  10G LUMINELLE 4,901317020
MAQUILLAGE,36263957,12,4.25,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL FRAMBOISE 14 LUM4 3,5G",901317020
HYGIENE,33181870,1,6.75,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,GD PARFUME L'ELIXIR FL200ML,901323860
SOINS DU VISAGE,33181870,1,7.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR 1e RIDE HYDRA/VEG T30ML,901323860
SOINS DU CORPS,33476039,2,5.9,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,901323860
SOLAIRES,34331138,6,3.95,SOL_APRES SOLEIL,SOLAIRE,LAIT 3EN1 PROTECTYL AP SOL FL150,901323860
SOLAIRES,34331138,6,3.95,SOL_APRES SOLEIL,SOLAIRE,LAIT 3EN1 PROTECTYL AP SOL FL150,901323860
HYGIENE,34331138,6,4.25,HYG_DOUCHE HOMMES,HYG_HOMME,GD TRANSAT 200 ML,901323860
MAQUILLAGE,34331138,6,2.95,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,901323860
MAQUILLAGE,34714216,7,2.95,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,901323860
SOINS DU CORPS,35220588,8,13.95,CORPS_PRODUITS MINCEUR,CORPS_SPA_ET_MINCEUR,ACTION CUISSES FUSELEES 150ML,901323860
SOINS DU VISAGE,35220588,8,7.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR 1e RIDE HYDRA/VEG T30ML,901323860
HYGIENE,36060942,11,4.9,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,GD LILAS FP FL200ML,901323860
MAQUILLAGE,34903651,7,9.75,MAQ_TEINT Font teint,MAQ_TEINT,GELEE TEINT HALE LEGER 01 AX/SO CN3 30ML,901350211
MAQUILLAGE,34903651,7,9.75,MAQ_TEINT Font teint,MAQ_TEINT,GELEE TEINT HALE MAT 02 AX/SO CN3 30ML,901350211
CAPILLAIRES,34903651,7,3.95,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ANTICHUTE SH STIM Fl200ml,901350211
CAPILLAIRES,33544167,3,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC DOUCEUR SH 300ML,901370459
SOINS DU CORPS,33544167,3,5.0,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC 3en1  nutritotal T150ml,901370459
SOINS DU CORPS,33544167,3,3.5,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME NOURRISSANTE T50ml,901370459
PARFUMAGE,33603563,3,8.5,PARF_APRES RASAGE,PARF_HOMME,ARA NATURE POUR HOMME 75ML,901370459
HYGIENE,33603563,3,3.9,HYG_DOUCHE CULTUREBIO,HYG_CULTUREBIO,BIO GEL DOUCHE ARGAN 200 ML,901370459
SOINS DU VISAGE,33603563,3,5.9,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901370459
HYGIENE,34314513,6,3.34,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT MURE T200 ML,901370459
HYGIENE,34314513,6,3.33,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT PECHE T200 ML,901370459
HYGIENE,34314513,6,3.33,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT FRAISE T200 ML,901370459
SOLAIRES,34314513,6,3.95,SOL_APRES SOLEIL,SOLAIRE,LAIT 3EN1 PROTECTYL AP SOL FL150,901370459
SOINS DU VISAGE,34981192,8,3.45,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GOMM ABRICOT  BTE CROQUER T50,901370459
CAPILLAIRES,34981192,8,2.45,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,REPACK SHP BRIL ECOLABEL 300ML,901370459
SOINS DU VISAGE,34981192,8,3.45,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,MSQ CRANBERRY BTE CROQUER T50,901370459
HYGIENE,35055750,8,3.33,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT VANILLE T200 ML,901370459
HYGIENE,35055750,8,3.33,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT PECHE T200 ML,901370459
HYGIENE,35055750,8,3.34,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT FRAMBOISE T200 ML,901370459
MAQUILLAGE,35055750,8,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO NUANC TURQUOIS 56 IT/CO AOU14 L4 3ML,901370459
MAQUILLAGE,35055750,8,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO BLANC PERLE03 IT/COL FEV14 LU4 3ML,901370459
PARFUMAGE,35055750,8,18.0,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP 30ML SO ELIXIR PURPLE,901370459
CAPILLAIRES,35387239,9,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC DOUCEUR SH 300ML,901370459
SOINS DU CORPS,35387239,9,5.45,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,901370459
HYGIENE,35387239,9,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MAGNOLIA FL 200ML,901370459
HYGIENE,35970798,11,3.0,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 PAMPLEMOUSSE FL 200ML,901370459
PARFUMAGE,35970798,11,17.0,PARF_APRES RASAGE,PARF_HOMME,ARA NATURE POUR HOMME 75ML,901370459
SOINS DU CORPS,35970798,11,3.5,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME NOURRISSANTE T50ml,901370459
CAPILLAIRES,36487148,12,2.95,CAP_AP SHAMP,CAPILLAIRE_AUTRE,SVC NUTRITION AP SH 150ML,901370459
SOINS DU CORPS,36487148,12,1.25,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS FRUITS NOIRS T75 ML,901370459
SOINS DU VISAGE,36487148,12,2.95,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901370459
SOINS DU VISAGE,33241662,1,8.95,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,ROLL ON LISSANT CS T15ml,901370879
SOINS DU VISAGE,33241662,1,3.95,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,EAU MICELLAIRE HYDRATANTE 200ML,901370879
SOINS DU VISAGE,33241662,1,9.0,VIS_TRAIT Jeunes Specifique,VIS_JEUNE_ET_LEVRE,SERUM SOS HYDRA/VEG FP30ML,901370879
SOINS DU VISAGE,33338513,2,11.8,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901370879
SOINS DU VISAGE,33413460,2,4.74,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,EAU MICELLAIRE HYDRATANTE 200ML,901370879
SOINS DU VISAGE,33413460,2,3.95,VIS_DEMAQ BLEUET,VIS_AUTRES,EAU DEMAQ PUR BLEUET FL200ML,901370879
SOINS DU VISAGE,33568927,3,11.5,VIS_TRAIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,ROLL ON REGARD ELIXIR7.9 t15ml,901370879
MAQUILLAGE,33866635,4,14.5,MAQ_TEINT Perfect Correcteur,MAQ_TEINT,CORRECT A LA ROSE TT TRS CLAIR CN3 5G,901370879
SOINS DU VISAGE,34304993,6,3.65,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,901370879
SOINS DU VISAGE,34870299,7,5.95,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901370879
SOINS DU VISAGE,35289625,9,3.6,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,901370879
SOINS DU VISAGE,35289625,9,3.6,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,901370879
SOINS DU VISAGE,35368839,9,4.9,VIS_DEMAQ PUR,VIS_PUR,LOTION FLORALE PC 200ML,901370879
SOINS DU VISAGE,35565854,10,7.9,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,EAU MICELLAIRE HYDRATANTE 200ML,901370879
SOINS DU VISAGE,35979259,11,7.9,VIS_DEMAQ BLEUET,VIS_AUTRES,EAU DEMAQ PUR BLEUET FL200ML,901370879
SOINS DU VISAGE,36485864,12,5.5,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901370879
SOINS DU CORPS,36485865,12,4.95,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,LAIT REPARATEUR KARITE 150ML,901370879
CAPILLAIRES,33805150,4,5.9,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ECLAT COULEUR SH 300ML,901377149
CAPILLAIRES,33805150,4,7.9,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ANTICHUTE SH STIM Fl200ml,901377149
SOINS DU VISAGE,33805150,4,5.95,VIS_LOTIONS AAAR,VIS_AAAR_DEMAQLOTION,LOTION SV 2010 FL200ML,901377149
CAPILLAIRES,33880782,4,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC DOUCEUR SH 300ML,901377149
SOINS DU VISAGE,33880782,4,3.95,VIS_DEMAQ BLEUET,VIS_AUTRES,EAU DEMAQ PUR BLEUET FL200ML,901377149
MAQUILLAGE,33880782,4,2.95,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,901377149
SOINS DU VISAGE,33880782,4,5.9,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,LAIT DEMAQ 2010 SV FL200ML,901377149
SOINS DU VISAGE,33880782,4,5.9,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,LAIT DEMAQ 2010 SV FL200ML,901377149
CAPILLAIRES,34575885,6,3.95,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ANTICHUTE SH STIM Fl200ml,901377149
SOINS DU VISAGE,34575885,6,5.0,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,25 LINGETTES DEFROISSANTES SV,901377149
SOINS DU VISAGE,34830303,7,9.95,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR RESPLENDISS JR SPF20 SV50ml,901377149
SOINS DU CORPS,35789499,10,1.5,CORPS_LAIT HUILE PLAISIRNATURE,CORPS_HYDR_LAIT_HUILE,LAIT MURE PN2 FL50ML,901377149
CAPILLAIRES,35789499,10,2.95,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ECLAT COULEUR SH 300ML,901377149
CAPILLAIRES,35789499,10,7.9,CAP_SHAMP TRAITANT,CAPILLAIRE_SHAMPOING,SVC ANTICHUTE SH STIM Fl200ml,901377149
HYGIENE,35789499,10,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD MURE PN2 FL50ML,901377149
SOINS DU VISAGE,35789499,10,4.5,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,25 LINGETTES DEFROISSANTES SV,901377149
PARFUMAGE,35789499,10,3.5,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT MURE PN2 20ML,901377149
HYGIENE,35789500,10,2.5,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,PETIT SAVON MURE PN 50G VPM,901377149
HYGIENE,33263350,1,4.95,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO AERO SENTEUR NATURE 75ML,901390217
HYGIENE,33263350,1,6.95,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,901390217
SOINS DU VISAGE,33263350,1,4.0,VIS_CJOUR PUR,VIS_PUR,CR JOUR/NUIT PC pot50,901390217
SOINS DU VISAGE,33263350,1,4.0,VIS_CJOUR PUR,VIS_PUR,CR JOUR/NUIT PC pot50,901390217
SOINS DU VISAGE,33263350,1,5.9,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901390217
HYGIENE,33672662,3,13.9,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,901390217
SOINS DU VISAGE,33672662,3,4.0,VIS_CJOUR PUR,VIS_PUR,CR JOUR/NUIT PC pot50,901390217
SOINS DU VISAGE,33672662,3,5.9,VIS_DEMAQ PUR,VIS_PUR,DEMAQ+TONIQUE PC 200ML,901390217
HYGIENE,34245878,5,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD COCO PN2 FL50ML,901390217
SOINS DU CORPS,34245878,5,4.95,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,901390217
HYGIENE,34245878,5,6.95,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,901390217
HYGIENE,34245878,5,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,D FRUITS ROUGES PN 50 ML,901390217
MAQUILLAGE,34245878,5,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO ORANGE SANGUINE 21 LUM4 3ML,901390217
HYGIENE,34245878,5,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,CD MANGUE PASSION PN 50ML,901390217
SOINS DU VISAGE,34245878,5,3.95,VIS_CJOUR PUR,VIS_PUR,CR JOUR/NUIT PC pot50,901390217
HYGIENE,34245878,5,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD PN VANILLE FL50ML,901390217
HYGIENE,34245878,5,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD MURE PN2 FL50ML,901390217
HYGIENE,34245878,5,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAMBOISE PN2 FL50ML,901390217
HYGIENE,34245878,5,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAISE PN2 FL50ML,901390217
HYGIENE,34245878,5,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD OLIVE PN2 FL50ML,901390217
SOINS DU CORPS,34676537,7,4.45,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS CR DEO 12H T50ML,901390217
HYGIENE,34676537,7,6.95,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,901390217
SOINS DU CORPS,35298612,9,9.0,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP BAUME REP P150ml,901390217
SOINS DU VISAGE,35298612,9,7.9,VIS_CJOUR PUR,VIS_PUR,CR JOUR/NUIT PC pot50,901390217
HYGIENE,35995532,11,13.9,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,901390217
SOINS DU VISAGE,35995532,11,3.95,VIS_CJOUR PUR,VIS_PUR,CR JOUR/NUIT PC pot50,901390217
SOINS DU VISAGE,35995532,11,4.0,VIS_CJOUR PUR,VIS_PUR,CR JOUR/NUIT PC pot50,901390217
SOINS DU CORPS,35995532,11,10.9,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,LAIT REPARATEUR KARITE 150ML,901390217
HYGIENE,33151350,1,4.95,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,BD SENTEUR NATURE 200ML,901404092
PARFUMAGE,33308511,2,25.0,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901404092
PARFUMAGE,33658504,3,12.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901404092
PARFUMAGE,34376478,6,12.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901404092
HYGIENE,34601107,6,4.95,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,BD SENTEUR NATURE 200ML,901404092
PARFUMAGE,34868170,7,12.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901404092
PARFUMAGE,35303590,9,12.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901404092
PARFUMAGE,35641606,10,15.0,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901404092
SOINS DU CORPS,36013242,11,5.5,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS BAUME REP T50ml,901404092
PARFUMAGE,36335267,12,12.5,PARF_EAUX PARFUMS,PARF_PARFUM,EDT NATURE VAPO 60ML,901404092
CAPILLAIRES,33127890,1,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC BRILLANCE SH 300ML,901408457
CAPILLAIRES,35740665,10,2.45,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,REPACK SHP BRIL ECOLABEL 300ML,901408457
CAPILLAIRES,35740665,10,5.9,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC A AGE SH REVITALISANT 200ML,901408457
MAQUILLAGE,35740665,10,8.95,MAQ_YEUX Mascara SexyPulp,MAQ_YEUX_MASCA_EYEL_FARD,MASC SEXYPULP BRUN 02 CN3 9ML,901408457
HYGIENE,36080476,11,4.5,HYG_SAVONS,HYG_PLAISIRNAT_BAIN_SAVON,GLM OLIVE PN2 FP300ML,901408457
PARFUMAGE,33095140,1,6.45,PARF_EAUX DE COLOGNE,PARF_PARFUM,FRAICHEUR CHEVREF EDC 125ML,901415543
SOINS DU CORPS,33095140,1,5.45,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,901415543
SOINS DU VISAGE,33095140,1,19.25,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,GRAND SOIN RICHE CREME P75ml,901415543
MAQUILLAGE,33095140,1,5.0,MAQ_TEINT Poudres,MAQ_TEINT,PDRE LIBRE TRANSPARENCE LUM4 15G,901415543
MAQUILLAGE,33095140,1,4.45,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILLANCE ROUG/GRENAD CN3 5.5ml,901415543
MAQUILLAGE,33095140,1,8.95,MAQ_YEUX Mascara SexyPulp,MAQ_YEUX_MASCA_EYEL_FARD,MASC SEXYPULP NOIR 01 CN3 9ML,901415543
SOINS DU CORPS,33306808,2,5.45,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,901415543
SOINS DU CORPS,33306808,2,5.45,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,901415543
SOINS DU VISAGE,33306808,2,26.0,VIS_CNUIT AAAR,VIS_AAAR_HORS_DEMAQLOTION,CREME NUIT AntiAge GLOBAL 50ml,901415543
SOLAIRES,33639545,3,6.45,SOL_AUTOBRONZANTS,SOLAIRE,SVA HYDR HALE PROG COR FL150ML,901415543
SOINS DU VISAGE,33639545,3,3.6,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,901415543
SOINS DU CORPS,33742426,3,2.95,CORPS_SOIN PIEDS ET JAMBES,CORPS_HYDRA_NOURRI_ET_SOINS,SVC PIEDS SOS P ECHAUF T50ML,901415543
MAQUILLAGE,33742426,3,4.45,MAQ_YEUX Eyeliner,MAQ_YEUX_MASCA_EYEL_FARD,"EYE LINER NOIR 81 LUM4 2,5ML",901415543
SOINS DU VISAGE,33742426,3,19.25,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,GRAND SOIN RICHE CREME P75ml,901415543
SOINS DU CORPS,33742426,3,1.9,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,901415543
SOINS DU VISAGE,33742426,3,5.95,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,EAU MICELLAIRE 3 THES FL200ML,901415543
MAQUILLAGE,33742426,3,8.95,MAQ_LEV RAL GrdRouge,MAQ_LEV_RAL_HMG,"RAL GRAND RGE ROS/SOMPT13 CN3 2013 3,7G",901415543
MAQUILLAGE,33841756,4,3.95,MAQ_LEV AUTRES,MAQ_LEV_RAL_HMG,CRAYON LEVRES ROUGE CN3 1G,901415543
MAQUILLAGE,33841756,4,18.0,MAQ_TEINT Poudres,MAQ_TEINT,POUDRE LIBRE TRANSP/BEIGE CN3 20,901415543
